MessageCode	周期	安全等级	异源备份	故障概率上限	故障概率(原本)	故障概率(重打包)
11314338598618421740	20	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
12331515597063862763	50	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
15981414712622154261	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
9754499526144686958	100	B	否	1.0000000000e-07	1.8081124585e-07	3.2692706626e-14
2643110291523439703	100	B	否	1.0000000000e-07	1.8081124585e-07	3.2692706626e-14
5272246808940396554	20	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
10820903866074647332	20	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
11705932661493171956	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
5261445931411742708	100	D	否	1.0000000000e-08	1.8888242096e-07	3.4914318926e-14
6374620848963922463	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
12313685675493271246	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
2802720740935329586	10	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
12443935818913434348	10	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
3587531045283411166	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
643473153119987860	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
13284120991504424918	10	A	否	1.0000000000e-06	1.8484684148e-07	1.8484684148e-07
12654034299875654700	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
7944179585133561344	10	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
17308256193368343596	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
16811061881394398069	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
6151532290212844221	10	B	否	1.0000000000e-07	1.8081124585e-07	3.2692706626e-14
17349078478125344007	10	A	否	1.0000000000e-06	1.8484684148e-07	1.8484684148e-07
4941858139042313758	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
9845783336421380834	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
6253346153538252154	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
1927560474357723674	20	B	否	1.0000000000e-07	1.8081124585e-07	3.2692706626e-14
5961001119850427107	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
14252917408771519298	10	B	否	1.0000000000e-07	1.8081124585e-07	3.2692706626e-14
5427902647304715143	20	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
2527590932796859997	20	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
1267052419081743373	20	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
10164412105335636189	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
5577507952245476461	1	A	否	1.0000000000e-06	1.9291798430e-07	1.9291798430e-07
5250471428333279328	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
8947106996046918860	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
9712589589424581968	10	A	否	1.0000000000e-06	1.8484684148e-07	1.8484684148e-07
8117783671707406005	100	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
1689146473396031361	10	A	否	1.0000000000e-06	1.8081124585e-07	1.8081124585e-07
U 未添加副本:	0.2807760000
U 添加副本:	0.3219800000
MessageCode	周期	安全等级	异源备份	故障概率上限	故障概率(原本)	故障概率(重打包)
6958937394328325012	1	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
7411283291098199330	1	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
18197685042083596468	5	A	是	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
15814915523692201012	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
10296024032611136327	5	B	否	1.0000000000e-07	3.6159009323e-07	1.3074739552e-13
4230032913027956932	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
11439508600457550971	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
17211424019345016733	10	D	否	1.0000000000e-08	3.6159009323e-07	1.3074739552e-13
13473694018288818480	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
6476368252774129396	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
12894097009004141030	10	B	否	1.0000000000e-07	3.6159009323e-07	1.3074739552e-13
11035875389407232468	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
13703428898833850134	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
17703467082840868241	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
13145997811059308442	20	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
2011063101483079802	10	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
6438540017287041772	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
17496141272227090764	10	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
6784595156313735910	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
10662038524683549811	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
9089901615861722999	20	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
11937056776688191019	10	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
2644290197522711109	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
15609024284938315872	20	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
15238462674379615892	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
8021906394822888330	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
14868804079859404324	20	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
16457107008599400349	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
9360924561925049639	20	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
7422881806727213321	10	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
16696296731599774573	20	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
244160375644055874	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
1718088970792244204	20	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
8794427001457249001	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
16978502274680300086	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
17231485606667511022	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
12406447138134047860	10	B	否	1.0000000000e-07	3.6159009323e-07	1.3074739552e-13
14803340463651062932	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
17821044776358836849	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
11138873256775167301	20	C	否	1.0000000000e-07	3.6965982212e-07	1.3366532954e-13
1428119995792397275	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
7823757703094811045	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
15246502313306299894	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
12718161978364074746	20	B	否	1.0000000000e-07	3.6159009323e-07	1.3074739552e-13
13333517417744314475	1	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
9486591423785749098	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
1335038812153817944	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
11649784686390195505	20	C	否	1.0000000000e-07	3.6159009323e-07	1.3074739552e-13
17699147762010126032	20	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
363513574727669156	10	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
5830109885831638433	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
2053128839701913305	20	B	否	1.0000000000e-07	3.6965982212e-07	1.3366532954e-13
12829131078903591727	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
12727901673286298342	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
1855754612678459788	100	C	否	1.0000000000e-07	3.6159009323e-07	1.3074739552e-13
5680395248823496046	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
5190270084407775797	20	C	否	1.0000000000e-07	3.6159009323e-07	1.3074739552e-13
14014137000158459094	10	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
3449629938136975912	20	B	否	1.0000000000e-07	3.6159009323e-07	1.3074739552e-13
13646592279423664704	10	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
15433207458169745737	100	A	否	1.0000000000e-06	3.7772948644e-07	3.7772948644e-07
4444102399215630597	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
11314338598618421740	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
12331515597063862763	50	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
15981414712622154261	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
9754499526144686958	100	B	否	1.0000000000e-07	3.6159009323e-07	1.3074739552e-13
2643110291523439703	100	B	否	1.0000000000e-07	3.6159009323e-07	1.3074739552e-13
5272246808940396554	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
10820903866074647332	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
11705932661493171956	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
5261445931411742708	100	D	否	1.0000000000e-08	3.7772948644e-07	1.3963141477e-13
6374620848963922463	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
12313685675493271246	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
2802720740935329586	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
12443935818913434348	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
3587531045283411166	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
643473153119987860	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
13284120991504424918	10	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
12654034299875654700	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
7944179585133561344	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
17308256193368343596	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
16811061881394398069	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
6151532290212844221	10	B	否	1.0000000000e-07	3.6159009323e-07	1.3074739552e-13
17349078478125344007	10	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
4941858139042313758	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
9845783336421380834	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
6253346153538252154	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
1927560474357723674	20	B	否	1.0000000000e-07	3.6159009323e-07	1.3074739552e-13
5961001119850427107	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
14252917408771519298	10	B	否	1.0000000000e-07	3.6159009323e-07	1.3074739552e-13
5427902647304715143	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
2527590932796859997	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
1267052419081743373	20	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
10164412105335636189	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
5577507952245476461	1	A	否	1.0000000000e-06	3.8579908621e-07	3.8579908621e-07
5250471428333279328	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
8947106996046918860	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
9712589589424581968	10	A	否	1.0000000000e-06	3.6965982212e-07	3.6965982212e-07
8117783671707406005	100	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
1689146473396031361	10	A	否	1.0000000000e-06	3.6159009323e-07	3.6159009323e-07
U 未添加副本:	0.2807760000
U 添加副本:	0.3219800000
MessageCode	周期	安全等级	异源备份	故障概率上限	故障概率(原本)	故障概率(重打包)
6958937394328325012	1	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
7411283291098199330	1	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
18197685042083596468	5	A	是	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
15814915523692201012	10	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
10296024032611136327	5	B	否	1.0000000000e-07	5.4233654794e-07	2.9412893124e-13
4230032913027956932	20	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
11439508600457550971	10	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
17211424019345016733	10	D	否	1.0000000000e-08	5.4233654794e-07	2.9412893124e-13
13473694018288818480	20	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
6476368252774129396	100	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
12894097009004141030	10	B	否	1.0000000000e-07	5.4233654794e-07	2.9412893124e-13
11035875389407232468	20	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
13703428898833850134	10	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
17703467082840868241	100	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
13145997811059308442	20	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
2011063101483079802	10	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
6438540017287041772	20	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
17496141272227090764	10	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
6784595156313735910	10	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
10662038524683549811	10	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
9089901615861722999	20	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
11937056776688191019	10	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
2644290197522711109	100	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
15609024284938315872	20	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
15238462674379615892	100	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
8021906394822888330	100	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
14868804079859404324	20	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
16457107008599400349	20	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
9360924561925049639	20	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
7422881806727213321	10	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
16696296731599774573	20	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
244160375644055874	20	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
1718088970792244204	20	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
8794427001457249001	10	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
16978502274680300086	100	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
17231485606667511022	10	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
12406447138134047860	10	B	否	1.0000000000e-07	5.4233654794e-07	2.9412893124e-13
14803340463651062932	10	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
17821044776358836849	20	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
11138873256775167301	20	C	否	1.0000000000e-07	5.5443894812e-07	3.0069250517e-13
1428119995792397275	20	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
7823757703094811045	20	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
15246502313306299894	100	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
12718161978364074746	20	B	否	1.0000000000e-07	5.4233654794e-07	2.9412893124e-13
13333517417744314475	1	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
9486591423785749098	20	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
1335038812153817944	20	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
11649784686390195505	20	C	否	1.0000000000e-07	5.4233654794e-07	2.9412893124e-13
17699147762010126032	20	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
363513574727669156	10	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
5830109885831638433	10	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
2053128839701913305	20	B	否	1.0000000000e-07	5.5443894812e-07	3.0069250517e-13
12829131078903591727	20	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
12727901673286298342	10	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
1855754612678459788	100	C	否	1.0000000000e-07	5.4233654794e-07	2.9412893124e-13
5680395248823496046	100	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
5190270084407775797	20	C	否	1.0000000000e-07	5.4233654794e-07	2.9412893124e-13
14014137000158459094	10	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
3449629938136975912	20	B	否	1.0000000000e-07	5.4233654794e-07	2.9412893124e-13
13646592279423664704	10	A	否	1.0000000000e-06	5.5443894812e-07	5.5443894812e-07
15433207458169745737	100	A	否	1.0000000000e-06	5.6654120306e-07	5.6654120306e-07
4444102399215630597	10	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
11314338598618421740	20	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
12331515597063862763	50	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
15981414712622154261	100	A	否	1.0000000000e-06	5.4233654794e-07	5.4233654794e-07
9754499526144686958	100	B	否	1.0000000000e-07	5.4233654794e-07	2.9412893124e-13
2643110291523439703	100	B	否	1.0000000000e-07	5.4233654794e-07	2.9412893124e-13
