[scheme_summary]
dataset	config	scheme	normal_bandwidth_utilization	fault_bandwidth_utilization	total_added_signal_copies	schedulable
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	algorithm2	0.523506	0.523506	62	1

[cluster_summary]
dataset	config	code	route_count	p_function_fault	p_threshold
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	627310569	3	5.21805e-15	1
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	904285308	3	4.88498e-15	1

[route_summary]
dataset	config	code	comm_id	level	type	src_ecu	dst_ecu	period_ms	deadline_ms	signal_instance_count	added_signal_copies	p_comm_fault	p_threshold	max_wcrt_ms
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2766424585	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.6992
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2808703438	0	0	0	4	1	100	100	1	0	3.96e-08	1	3.5728
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2845015553	0	0	0	2	3	20	20	1	0	4.16e-08	1	0.7584
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2856075595	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.2892
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2891579887	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.4932
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2891698372	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.6064
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2995249302	0	0	0	1	2	100	100	1	0	4.16e-08	1	3.5332
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3004365994	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.008
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3007097306	0	0	0	2	0	100	100	1	0	3.96e-08	1	3.85
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3009411108	0	0	0	1	2	2	2	1	0	4.16e-08	1	0.1012
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3010809874	0	0	0	2	1	20	20	1	0	4.16e-08	1	1.3308
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3074991811	0	0	0	2	4	10	10	1	0	6.16e-08	1	2.4816
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3095652560	0	0	0	3	2	20	20	1	0	3.96e-08	1	2.02
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3100848962	0	0	0	0	1	10	10	1	0	4.16e-08	1	0.6376
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3121250325	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.6064
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3124271464	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.7408
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3139780527	0	0	0	0	1	10	10	1	0	4.16e-08	1	0.6376
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3177648830	0	0	0	3	2	100	100	1	0	3.96e-08	1	4.4064
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3183134398	0	0	0	2	1	20	20	1	0	3.96e-08	1	2.7648
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3226231995	0	0	0	2	3	50	50	1	0	3.96e-08	1	3.0104
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3240681659	0	0	0	3	2	20	20	1	0	3.96e-08	1	2.9708
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3243172715	0	0	0	4	3	20	20	1	0	3.96e-08	1	2.844
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3257042480	0	0	0	2	1	20	20	1	0	4.16e-08	1	1.3308
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3274100636	0	0	0	1	0	1	1	1	0	3.96e-08	1	0.22
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3293105281	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.4932
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3311893079	0	0	0	2	3	20	20	1	0	4.16e-08	1	0.7584
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3342701266	0	0	0	2	0	10	10	1	0	3.96e-08	1	0.5564
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3408605394	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.7408
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3437074414	0	0	0	4	3	1000	1000	1	0	3.96e-08	1	4.8064
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3486614233	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.8856
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3500992107	0	0	0	0	1	100	100	1	0	3.96e-08	1	3.9292
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3512865393	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.8856
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3545077392	0	0	0	1	4	20	20	1	0	3.96e-08	1	2.646
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3549932127	0	0	0	0	2	10	10	1	0	4.16e-08	1	0.8852
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3561954930	0	0	0	4	1	20	20	1	0	3.96e-08	1	1.7804
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3573364692	0	0	0	4	3	10	10	1	0	4.16e-08	1	1.6576
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3574901676	0	0	0	0	2	5	5	1	0	3.96e-08	1	0.4772
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3619916983	0	0	0	4	0	100	100	1	0	3.96e-08	1	3.6124
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3639717999	0	0	0	0	2	100	100	1	0	3.96e-08	1	3.2896
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3677709098	0	0	0	2	3	10	10	1	0	4.16e-08	1	0.8
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3684816361	0	0	0	2	1	10	10	1	0	3.96e-08	1	0.5168
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3695928441	0	0	0	4	0	20	20	1	0	4.16e-08	1	0.9664
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3723123109	0	0	0	1	3	10	10	1	0	3.96e-08	1	1.9012
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3741481964	0	0	0	2	1	20	20	1	0	3.96e-08	1	2.7648
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3758163844	0	0	0	3	4	20	20	1	0	4.16e-08	1	2.3804
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3770516376	0	0	0	0	2	20	20	1	0	3.96e-08	1	2.6856
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3826656461	0	0	0	0	4	1000	1000	1	0	3.96e-08	1	5.642
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3854523446	0	0	0	4	1	100	100	1	0	3.96e-08	1	3.4084
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3869546001	0	0	0	1	2	10	10	1	0	3.96e-08	1	0.3584
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3886531722	0	0	0	1	0	1	1	1	0	3.96e-08	1	0.22
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3900962867	0	0	0	2	4	20	20	1	0	4.16e-08	1	2.5232
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3958724721	0	0	0	2	4	1000	1000	1	0	3.96e-08	1	5.0044
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3983631663	0	0	0	1	2	20	20	1	0	3.96e-08	1	2.7252
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	4005565282	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.6064
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	4028215569	0	0	0	2	3	20	20	1	0	4.16e-08	1	0.7584
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	4050569195	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.5348
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	4131653566	0	0	0	3	1	20	20	1	0	4.56e-08	1	2.9312
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	4153046880	0	0	0	1	2	10	10	1	0	3.96e-08	1	0.7168
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	4164547044	0	0	0	0	4	100	100	1	0	3.96e-08	1	4.0084
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	4188047416	0	0	0	0	4	10	10	1	0	4.16e-08	1	2.5648
