# compare_bandwidth_utilization: 用于方案对比的带宽利用率。
# static_bandwidth_utilization: 不考虑重传时，静态打包方案本身的带宽利用率。
# signal_count: 按原始 MessageCode 去重后的信号种类数，不是副本总数。
# total_added_signal_copies: 相比原始 1 份信号，方案中新增的信号副本总数。
# 对于 foundation / baseline1，WCRT 为确定性原始 WCRT；对于 baseline2，WCRT 为概率 WCRT 的统计值。
# ASIL 分组里的 wcrt_ratio 表示 WCRT/周期；signal_detail 里的 WCRT 列统一是原始 WCRT（单位 ms）。

retry_distribution_report	D:\document\CODE\paper1\storage\analysis\202648_205012\retry\msg_M2_3ecu_105signals_tab.txt

# 每个方案的总体指标。
[scheme_summary]
scheme	compare_bandwidth_utilization	static_bandwidth_utilization	signal_count	total_added_signal_copies
foundation	0.36262000000000005	0.36262000000000005	105	26
baseline1	0.38549199999999995	0.38549199999999995	105	75
baseline2	0.19697201423267099	0.19697200000000001	105	0

# 按 ASIL 分组统计的 WCRT/周期 的 P95 结果。

[asil_wcrt_ratio_p95]
scheme	asil	signal_count	avg_wcrt_ratio_p95	max_wcrt_ratio_p95
foundation	A	79	0.0027356455696202538	0.019800000000000002
foundation	B	11	0.0030185454545454543	0.00792
foundation	C	10	0.0096159999999999995	0.041599999999999998
foundation	D	5	0.022896	0.041599999999999998
baseline1	A	79	0.0028457721518987344	0.019800000000000002
baseline1	B	11	0.003480363636363636	0.0091199999999999996
baseline1	C	10	0.0099260000000000008	0.041599999999999998
baseline1	D	5	0.023015999999999998	0.041599999999999998
baseline2	A	79	0.029634430379746841	0.0872
baseline2	B	11	0.038109818181818182	0.070559999999999998
baseline2	C	10	0.059343999999999994	0.1348
baseline2	D	5	0.086223999999999995	0.1348

# 按 ASIL 分组统计的信号故障概率。

[asil_fault_probability]
scheme	asil	signal_count	avg_fault_probability	max_fault_probability
foundation	A	79	1.220946827926336e-08	1.4471999895280609e-08
foundation	B	11	1.4661753857004996e-16	1.7036438176447859e-16
foundation	C	10	1.3375691844219546e-16	1.7036438176447859e-16
foundation	D	5	1.2899217452814374e-16	1.5158534213368129e-16
baseline1	A	79	4.8394937356085766e-09	1.4471999895280609e-08
baseline1	B	11	1.6295244007163409e-16	2.0943878096900196e-16
baseline1	C	10	1.4630738220582816e-16	2.0943878096900196e-16
baseline1	D	5	1.3205980646391983e-16	1.7934566159820297e-16
baseline2	A	79	7.7279954587515647e-15	3.2085445411667024e-14
baseline2	B	11	4.0371746350005693e-17	1.1102230246251565e-16
baseline2	C	10	3.7008382391373853e-15	3.6453270879061277e-14
baseline2	D	5	7.3128587578724379e-15	3.6453270879061277e-14

# 按 ASIL 分组统计的新增信号副本数量。

[asil_added_signal_copies]
scheme	asil	signal_count	added_signal_copies
foundation	A	79	0
foundation	B	11	11
foundation	C	10	10
foundation	D	5	5
baseline1	A	79	49
baseline1	B	11	11
baseline1	C	10	10
baseline1	D	5	5
baseline2	A	79	0
baseline2	B	11	0
baseline2	C	10	0
baseline2	D	5	0

# 每个原始信号的明细指标。WCRT 列统一为原始 WCRT（单位 ms），不是 WCRT/周期。

[signal_detail]
scheme	code	asil	level	type	period_ms	src_ecu	dst_ecu	signal_instance_count	added_signal_copies	p_fault	p_threshold	expected_wcrt_ms	p_wcrt_over_deadline	wcrt_p95_ms
baseline1	2562589290	A	0	0	20	2	0	2	1	1.3857998236863647e-16	1	0.0436	1.3857998236863647e-16	0.0436
baseline1	2731154060	A	0	0	20	1	0	2	1	1.7934566159820297e-16	1	0.049600000000000005	1.7934566159820297e-16	0.049600000000000005
baseline1	2854959001	A	0	0	20	0	2	1	0	1.4471999895280609e-08	1	0.053600000000000002	1.4471999895280609e-08	0.053600000000000002
baseline1	2920308274	A	0	0	20	1	0	2	1	1.7934566159820297e-16	1	0.049600000000000005	1.7934566159820297e-16	0.049600000000000005
baseline1	3045559476	A	0	0	20	1	2	2	1	1.6517390187718504e-16	1	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	3349893201	A	0	1	20	1	0	2	1	1.7934566159820297e-16	1	0.049600000000000005	1.7934566159820297e-16	0.049600000000000005
baseline1	3525899400	A	0	0	20	0	2	1	0	1.4471999895280609e-08	1	0.053600000000000002	1.4471999895280609e-08	0.053600000000000002
baseline1	3760392648	A	0	0	20	1	0	2	1	1.7934566159820297e-16	1	0.049600000000000005	1.7934566159820297e-16	0.049600000000000005
baseline1	4215399335	A	0	0	20	1	0	2	1	1.7934566159820297e-16	1	0.049600000000000005	1.7934566159820297e-16	0.049600000000000005
baseline1	886821176	A	0	0	50	2	0	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
baseline1	919076367	A	0	0	50	0	1	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
baseline1	1533040048	A	0	0	50	1	0	2	1	1.2615782258299533e-16	1	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	1545622080	A	0	0	50	0	2	2	1	1.2615782258299533e-16	1	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	3279893664	A	0	0	50	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
baseline1	4216568460	A	0	0	50	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
baseline1	78183922	A	0	0	100	1	2	1	0	1.069199994284057e-08	1	0.039600000000000003	1.069199994284057e-08	0.039600000000000003
baseline1	528112619	A	0	0	100	1	2	2	1	1.3857998236863647e-16	1	0.0436	1.3857998236863647e-16	0.0436
baseline1	604581114	A	0	0	100	1	2	1	0	1.069199994284057e-08	1	0.039600000000000003	1.069199994284057e-08	0.039600000000000003
baseline1	926531372	A	0	0	100	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
baseline1	1088300852	A	0	0	100	1	2	1	0	1.069199994284057e-08	1	0.039600000000000003	1.069199994284057e-08	0.039600000000000003
baseline1	1376462981	A	0	0	100	1	0	2	1	1.2615782258299533e-16	1	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	1533595252	A	0	0	100	0	2	2	1	1.2615782258299533e-16	1	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	1605488496	A	0	1	100	0	1	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
baseline1	1756216781	A	0	0	100	2	0	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
baseline1	1860621852	A	0	0	100	2	0	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
baseline1	2070695494	A	0	0	100	2	0	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
baseline1	2132539287	A	0	0	100	1	2	2	1	1.3857998236863647e-16	1	0.0436	1.3857998236863647e-16	0.0436
baseline1	2437796450	A	0	0	100	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
baseline1	2446670854	A	0	0	100	2	0	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
baseline1	2516197425	A	0	1	100	1	2	2	1	1.3857998236863647e-16	1	0.0436	1.3857998236863647e-16	0.0436
baseline1	2645834907	A	0	0	100	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
baseline1	2782421624	A	0	0	100	0	1	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
baseline1	3135315022	A	0	0	100	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
baseline1	3349462166	A	0	0	100	2	0	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
baseline1	3401908672	A	0	0	100	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
baseline1	3549069885	A	0	0	100	0	2	2	1	1.2615782258299533e-16	1	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	3750157913	A	0	0	100	0	1	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
baseline1	3836448027	A	0	0	100	0	1	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
baseline1	4028126748	A	0	0	100	1	2	2	1	1.3857998236863647e-16	1	0.0436	1.3857998236863647e-16	0.0436
baseline2	1485650330	D	3	1	1	1	2	1	0	3.6453270879061277e-14	2.7777777777777776e-15	0.13480001625445559	3.6453270879061277e-14	0.1348
baseline2	4063005593	D	3	0	1	2	0	1	0	1.1102291030090899e-16	2.7777777777777776e-15	0.093200011187915946	1.1102291030090899e-16	0.093200000000000005
baseline2	4251812955	D	3	0	2	0	1	1	0	0	5.5555555555555552e-15	0.2140000258045518	0	0.214
baseline2	290648546	D	3	0	5	1	0	1	0	0	1.388888888888889e-14	0.26360003235479618	0	0.26360000000000006
baseline2	3991608196	D	3	0	10	2	0	1	0	0	2.7777777777777781e-14	0.43400005327003638	0	0.43400000000000005
baseline2	3056872340	C	2	0	1	1	2	1	0	3.6453270879061277e-14	2.7777777777777774e-14	0.13480001625445559	3.6453270879061277e-14	0.1348
baseline2	1516648366	C	2	0	2	1	0	1	0	0	5.5555555555555549e-14	0.17440002102950386	0	0.1744
baseline2	1035949382	C	2	0	5	2	1	1	0	1.1102230246251565e-16	1.388888888888889e-13	0.35280004330338427	1.1102230246251565e-16	0.3528
baseline2	2888072604	C	2	1	5	0	2	1	0	1.1102230246251565e-16	1.388888888888889e-13	0.39240004816396828	1.1102230246251565e-16	0.39240000000000003
baseline2	1673499897	C	2	0	10	0	1	1	0	1.1102230246251565e-16	2.7777777777777779e-13	0.58280007216347407	1.1102230246251565e-16	0.5828000000000001
baseline2	3362915061	C	2	1	10	2	0	1	0	0	2.7777777777777779e-13	0.43400005327003638	0	0.43400000000000005
baseline2	3460769802	C	2	1	10	1	0	1	0	0	2.7777777777777779e-13	0.26360003235479618	0	0.26360000000000006
baseline2	950242904	C	2	0	20	2	1	1	0	1.1102230246251565e-16	5.5555555555555559e-13	0.6304000918782896	1.1102230246251565e-16	0.63040000000000007
baseline2	1592905069	C	2	0	20	2	0	1	0	0	5.5555555555555559e-13	0.67400009823281481	0	0.67399999999999993
baseline2	2551445896	C	2	0	20	0	1	1	0	1.1102230246251565e-16	5.5555555555555559e-13	0.58280007216347407	1.1102230246251565e-16	0.5828000000000001
baseline2	1480296070	B	1	1	5	2	1	1	0	1.1102230246251565e-16	1.388888888888889e-13	0.35280004330338427	1.1102230246251565e-16	0.3528
baseline2	358619778	B	1	0	10	1	2	1	0	0	2.7777777777777779e-13	0.30720003770634702	0	0.30720000000000003
baseline2	526552833	B	1	1	10	2	1	1	0	1.1102230246251565e-16	2.7777777777777779e-13	0.6304000918782896	1.1102230246251565e-16	0.63040000000000007
baseline2	2974949657	B	1	0	10	2	1	1	0	1.1102230246251565e-16	2.7777777777777779e-13	0.6304000918782896	1.1102230246251565e-16	0.63040000000000007
baseline2	3739933945	B	1	0	10	2	1	1	0	1.1102230246251565e-16	2.7777777777777779e-13	0.6304000918782896	1.1102230246251565e-16	0.63040000000000007
baseline2	805035513	B	1	0	20	1	2	1	0	0	5.5555555555555559e-13	0.72160010517032491	0	0.7215999999999998
baseline2	3459441748	B	1	0	20	2	0	1	0	0	5.5555555555555559e-13	0.67400009823281481	0	0.67399999999999993
baseline2	3537117971	B	1	0	20	1	0	1	0	0	5.5555555555555559e-13	0.48360005935803968	0	0.48360000000000003
baseline2	1204618577	B	1	0	50	1	0	1	0	0	1.3888888888888889e-12	0.80880011787937589	0	0.80879999999999996
baseline2	1173073351	B	1	0	100	0	2	1	0	0	2.7777777777777777e-12	0.89200013000544343	0	0.89199999999999968
baseline2	2897250769	B	1	0	100	1	2	1	0	0	2.7777777777777777e-12	0.97520014213151107	0	0.97519999999999962
baseline2	3047524809	A	0	0	2	1	0	1	0	0	1	0.17440002102950386	0	0.1744
baseline2	869446078	A	0	0	5	1	2	1	0	0	1	0.30720003770634702	0	0.30720000000000003
baseline2	1881511351	A	0	0	5	2	0	1	0	0	1	0.43400005327003638	0	0.43400000000000005
baseline2	2785635689	A	0	1	5	2	1	1	0	1.1102230246251565e-16	1	0.35280004330338427	1.1102230246251565e-16	0.3528
baseline2	36388572	A	0	0	10	0	1	1	0	1.1102230246251565e-16	1	0.58280007216347407	1.1102230246251565e-16	0.5828000000000001
baseline2	168337547	A	0	0	10	0	2	1	0	8.659739592076221e-15	1	0.53720006651725571	8.659739592076221e-15	0.53720000000000012
baseline2	361448172	A	0	0	10	1	0	1	0	0	1	0.26360003235479618	0	0.26360000000000006
baseline2	506139370	A	0	0	10	2	0	1	0	0	1	0.67400009823281481	0	0.67399999999999993
baseline2	984584757	A	0	0	10	1	2	1	0	0	1	0.30720003770634702	0	0.30720000000000003
baseline2	1016692647	A	0	0	10	2	1	1	0	1.1102230246251565e-16	1	0.35280004330338427	1.1102230246251565e-16	0.3528
baseline2	1017974888	A	0	0	10	1	0	1	0	0	1	0.48360005935803968	0	0.48360000000000003
baseline2	1041098508	A	0	0	10	1	2	1	0	0	1	0.30720003770634702	0	0.30720000000000003
baseline2	1066414348	A	0	0	10	1	0	1	0	0	1	0.48360005935803968	0	0.48360000000000003
baseline2	1098593361	A	0	0	10	2	1	1	0	1.1102230246251565e-16	1	0.6304000918782896	1.1102230246251565e-16	0.63040000000000007
baseline2	1820145391	A	0	0	10	1	0	1	0	0	1	0.26360003235479618	0	0.26360000000000006
baseline2	1826914532	A	0	0	10	0	2	1	0	1.1102230246251565e-16	1	0.39240004816396828	1.1102230246251565e-16	0.39240000000000003
baseline2	1898761066	A	0	0	10	2	1	1	0	1.1102230246251565e-16	1	0.6304000918782896	1.1102230246251565e-16	0.63040000000000007
baseline2	2135113717	A	0	0	10	2	1	1	0	1.1102230246251565e-16	1	0.35280004330338427	1.1102230246251565e-16	0.3528
baseline2	2152536909	A	0	0	10	0	2	1	0	8.659739592076221e-15	1	0.53720006651725571	8.659739592076221e-15	0.53720000000000012
baseline2	2255395839	A	0	0	10	0	1	1	0	1.1102230246251565e-16	1	0.58280007216347407	1.1102230246251565e-16	0.5828000000000001
baseline2	2277457209	A	0	0	10	0	2	1	0	8.659739592076221e-15	1	0.53720006651725571	8.659739592076221e-15	0.53720000000000012
baseline2	2601566917	A	0	0	10	0	2	1	0	1.1102230246251565e-16	1	0.39240004816396828	1.1102230246251565e-16	0.39240000000000003
baseline2	2740226219	A	0	1	10	2	0	1	0	0	1	0.67400009823281481	0	0.67399999999999993
baseline2	3383887645	A	0	0	10	0	1	1	0	1.1102230246251565e-16	1	0.58280007216347407	1.1102230246251565e-16	0.5828000000000001
baseline2	3657638704	A	0	0	10	1	2	1	0	0	1	0.30720003770634702	0	0.30720000000000003
baseline2	3987373990	A	0	0	10	2	1	1	0	1.1102230246251565e-16	1	0.35280004330338427	1.1102230246251565e-16	0.3528
baseline2	4254333340	A	0	0	10	0	1	1	0	1.1102230246251565e-16	1	0.58280007216347407	1.1102230246251565e-16	0.5828000000000001
baseline2	169241692	A	0	0	20	0	2	1	0	8.659739592076221e-15	1	0.53720006651725571	8.659739592076221e-15	0.53720000000000012
baseline2	419934241	A	0	0	20	2	1	1	0	1.1102230246251565e-16	1	0.6304000918782896	1.1102230246251565e-16	0.63040000000000007
baseline2	1120091307	A	0	0	20	2	1	1	0	1.1102230246251565e-16	1	0.6304000918782896	1.1102230246251565e-16	0.63040000000000007
baseline2	1263338062	A	0	0	20	2	0	1	0	0	1	0.67400009823281481	0	0.67399999999999993
baseline2	1597918552	A	0	0	20	0	1	1	0	1.1102230246251565e-16	1	0.58280007216347407	1.1102230246251565e-16	0.5828000000000001
baseline2	1721461483	A	0	0	20	2	0	1	0	0	1	0.67400009823281481	0	0.67399999999999993
baseline2	1802335222	A	0	0	20	2	0	1	0	0	1	0.67400009823281481	0	0.67399999999999993
baseline2	1885798770	A	0	0	20	1	2	1	0	0	1	0.72160010517032491	0	0.7215999999999998
baseline2	1960059410	A	0	0	20	0	2	1	0	8.659739592076221e-15	1	0.53720006651725571	8.659739592076221e-15	0.53720000000000012
baseline2	2042829802	A	0	0	20	2	1	1	0	1.1102230246251565e-16	1	0.6304000918782896	1.1102230246251565e-16	0.63040000000000007
baseline2	2046070918	A	0	0	20	1	0	1	0	0	1	0.48360005935803968	0	0.48360000000000003
baseline2	2163367617	A	0	0	20	0	2	1	0	8.659739592076221e-15	1	0.53720006651725571	8.659739592076221e-15	0.53720000000000012
baseline2	2225190877	A	0	0	20	0	2	1	0	8.659739592076221e-15	1	0.53720006651725571	8.659739592076221e-15	0.53720000000000012
baseline2	2562589290	A	0	0	20	2	0	1	0	0	1	0.67400009823281481	0	0.67399999999999993
baseline2	2731154060	A	0	0	20	1	0	1	0	0	1	0.48360005935803968	0	0.48360000000000003
baseline2	2854959001	A	0	0	20	0	2	1	0	8.659739592076221e-15	1	0.53720006651725571	8.659739592076221e-15	0.53720000000000012
baseline2	2920308274	A	0	0	20	1	0	1	0	0	1	0.48360005935803968	0	0.48360000000000003
baseline2	3045559476	A	0	0	20	1	2	1	0	0	1	0.72160010517032491	0	0.7215999999999998
baseline2	3349893201	A	0	1	20	1	0	1	0	0	1	0.48360005935803968	0	0.48360000000000003
baseline2	3525899400	A	0	0	20	0	2	1	0	8.659739592076221e-15	1	0.53720006651725571	8.659739592076221e-15	0.53720000000000012
baseline2	3760392648	A	0	0	20	1	0	1	0	0	1	0.48360005935803968	0	0.48360000000000003
baseline2	4215399335	A	0	0	20	1	0	1	0	0	1	0.48360005935803968	0	0.48360000000000003
baseline2	886821176	A	0	0	50	2	0	1	0	1.8984813721090177e-14	1	0.76720009499716302	1.8984813721090177e-14	0.76719999999999988
baseline2	919076367	A	0	0	50	0	1	1	0	2.3869795029440866e-14	1	0.8504001052993897	2.3869795029440866e-14	0.85039999999999982
baseline2	1533040048	A	0	0	50	1	0	1	0	0	1	0.80880011787937589	0	0.80879999999999996
baseline2	1545622080	A	0	0	50	0	2	1	0	0	1	0.89200013000544343	0	0.89199999999999968
baseline2	3279893664	A	0	0	50	2	1	1	0	2.8754776337791554e-14	1	0.93560011584925917	2.8754776337791554e-14	0.93559999999999977
baseline2	4216568460	A	0	0	50	2	1	1	0	2.8754776337791554e-14	1	0.93560011584925917	2.8754776337791554e-14	0.93559999999999977
baseline2	78183922	A	0	0	100	1	2	1	0	3.2085445411667024e-14	1	0.97520012075437557	3.2085445411667024e-14	0.97519999999999962
baseline2	528112619	A	0	0	100	1	2	1	0	0	1	0.97520014213151107	0	0.97519999999999962
baseline2	604581114	A	0	0	100	1	2	1	0	3.2085445411667024e-14	1	0.97520012075437557	3.2085445411667024e-14	0.97519999999999962
baseline2	926531372	A	0	0	100	2	1	1	0	2.8754776337791554e-14	1	0.93560011584925917	2.8754776337791554e-14	0.93559999999999977
baseline2	1088300852	A	0	0	100	1	2	1	0	3.2085445411667024e-14	1	0.97520012075437557	3.2085445411667024e-14	0.97519999999999962
baseline2	1376462981	A	0	0	100	1	0	1	0	0	1	0.80880011787937589	0	0.80879999999999996
baseline2	1533595252	A	0	0	100	0	2	1	0	0	1	0.89200013000544343	0	0.89199999999999968
baseline2	1605488496	A	0	1	100	0	1	1	0	2.3869795029440866e-14	1	0.8504001052993897	2.3869795029440866e-14	0.85039999999999982
baseline2	1756216781	A	0	0	100	2	0	1	0	1.8984813721090177e-14	1	0.76720009499716302	1.8984813721090177e-14	0.76719999999999988
baseline2	1860621852	A	0	0	100	2	0	1	0	1.8984813721090177e-14	1	0.76720009499716302	1.8984813721090177e-14	0.76719999999999988
baseline2	2070695494	A	0	0	100	2	0	1	0	1.8984813721090177e-14	1	0.76720009499716302	1.8984813721090177e-14	0.76719999999999988
baseline2	2132539287	A	0	0	100	1	2	1	0	0	1	0.97520014213151107	0	0.97519999999999962
baseline2	2437796450	A	0	0	100	2	1	1	0	2.8754776337791554e-14	1	0.93560011584925917	2.8754776337791554e-14	0.93559999999999977
baseline2	2446670854	A	0	0	100	2	0	1	0	1.8984813721090177e-14	1	0.76720009499716302	1.8984813721090177e-14	0.76719999999999988
baseline2	2516197425	A	0	1	100	1	2	1	0	0	1	0.97520014213151107	0	0.97519999999999962
baseline2	2645834907	A	0	0	100	2	1	1	0	2.8754776337791554e-14	1	0.93560011584925917	2.8754776337791554e-14	0.93559999999999977
baseline2	2782421624	A	0	0	100	0	1	1	0	2.3869795029440866e-14	1	0.8504001052993897	2.3869795029440866e-14	0.85039999999999982
baseline2	3135315022	A	0	0	100	2	1	1	0	2.8754776337791554e-14	1	0.93560011584925917	2.8754776337791554e-14	0.93559999999999977
baseline2	3349462166	A	0	0	100	2	0	1	0	1.8984813721090177e-14	1	0.76720009499716302	1.8984813721090177e-14	0.76719999999999988
baseline2	3401908672	A	0	0	100	2	1	1	0	2.8754776337791554e-14	1	0.93560011584925917	2.8754776337791554e-14	0.93559999999999977
baseline2	3549069885	A	0	0	100	0	2	1	0	0	1	0.89200013000544343	0	0.89199999999999968
baseline2	3750157913	A	0	0	100	0	1	1	0	2.3869795029440866e-14	1	0.8504001052993897	2.3869795029440866e-14	0.85039999999999982
baseline2	3836448027	A	0	0	100	0	1	1	0	2.3869795029440866e-14	1	0.8504001052993897	2.3869795029440866e-14	0.85039999999999982
baseline2	4028126748	A	0	0	100	1	2	1	0	0	1	0.97520014213151107	0	0.97519999999999962
